Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5LRzyLUOpeNZKZaIpj7SrF,"Dreaming","2","Mac DeMarco",2012-10-16,147324,57,false,,2025-08-04T02:23:59Z,"indie,lo-fi indie","Captured Tracks",0.456,0.571,11,-8.384,1,0.0598,0.00854,0.0916,0.138,0.14,163.451,4
spotify:track:2Dgfey8RouHR9ziGmThLli,"Cooking Up Something Good","2","Mac DeMarco",2012-10-16,161042,54,false,,2025-08-04T02:23:58Z,"indie,lo-fi indie","Captured Tracks",0.751,0.442,0,-7.551,1,0.0313,0.0803,0.00141,0.123,0.851,98.068,3
spotify:track:4RpwQDPnn1GhWpZooUcCzd,"On the Level","This Old Dog","Mac DeMarco",2017-05-05,227653,67,false,,2025-08-04T02:23:52Z,"indie,lo-fi indie","Captured Tracks",0.573,0.473,8,-10.838,0,0.0269,0.0927,0.398,0.199,0.523,77.494,4
spotify:track:5Bc2A2xlkRhe3POKAFo1Rg,"A Wolf Who Wears Sheeps Clothes","This Old Dog","Mac DeMarco",2017-05-05,169066,51,true,,2025-08-04T02:23:50Z,"indie,lo-fi indie","Captured Tracks",0.828,0.538,5,-8.559,0,0.0383,0.276,0.0485,0.0828,0.701,115.046,4
spotify:track:49iNhnDmNnHYxPvEIVtPiN,"Dreams from Yesterday","This Old Dog","Mac DeMarco",2017-05-05,207160,55,false,,2025-08-04T02:23:48Z,"indie,lo-fi indie","Captured Tracks",0.857,0.368,7,-10.87,1,0.041,0.0611,0.000508,0.0703,0.723,97.509,4
spotify:track:5KW11tUGHVDBbyoPuqG4U9,"Sister","This Old Dog","Mac DeMarco",2017-05-05,78066,49,false,,2025-08-04T02:23:47Z,"indie,lo-fi indie","Captured Tracks",0.696,0.0209,11,-18.118,0,0.0608,0.985,0.102,0.109,0.481,126.146,4
spotify:track:5gC8P6NwgqxcTYnwml5q5j,"One Another","This Old Dog","Mac DeMarco",2017-05-05,166213,55,false,,2025-08-04T02:23:46Z,"indie,lo-fi indie","Captured Tracks",0.82,0.579,5,-9.601,1,0.0279,0.196,0.184,0.113,0.847,104.93,4
spotify:track:6IvKEu4YwRYba9ZG6H7MIL,"Baby You're Out","This Old Dog","Mac DeMarco",2017-05-05,157720,53,false,,2025-08-04T02:23:45Z,"indie,lo-fi indie","Captured Tracks",0.717,0.58,11,-10.52,0,0.0486,0.429,0.287,0.0947,0.553,93.001,4
spotify:track:4ewRM5SP4YhmlfKhi5uSjS,"My Old Man","This Old Dog","Mac DeMarco",2017-05-05,221653,53,false,,2025-08-04T02:23:43Z,"indie,lo-fi indie","Captured Tracks",0.658,0.575,1,-11.493,1,0.0333,0.677,0.286,0.0985,0.83,149.275,4
spotify:track:2RwOqicYzwMSuzKzHx78jm,"This Old Dog","This Old Dog","Mac DeMarco",2017-05-05,150546,59,false,,2025-08-04T02:23:33Z,"indie,lo-fi indie","Captured Tracks",0.749,0.401,3,-10.856,1,0.0389,0.219,0.0956,0.206,0.614,138.827,4
spotify:track:2ebM1Kq0ZxEBieYO8V8tTI,"Home","Holy","Mac DeMarco",2025-07-22,131906,34,false,,2025-08-04T02:23:22Z,"indie,lo-fi indie","Mac Demarco, LLC",0.782,0.202,9,-13.626,1,0.0398,0.815,0.00122,0.136,0.478,124.72,4
spotify:track:4nMOT4Bxu0PA7f5Ktawlab,"Holy","Holy","Mac DeMarco",2025-07-22,144773,46,false,,2025-08-04T02:23:17Z,"indie,lo-fi indie","Mac Demarco, LLC",0.898,0.323,4,-14.714,1,0.0492,0.543,0.277,0.0863,0.655,135.946,4
spotify:track:5sA3i6SGkILMiZW6Fhx4wv,"the way things go","the way things go","beabadoobee",2023-07-18,187800,77,false,,2025-08-04T02:23:05Z,"bedroom pop","Dirty Hit",0.528,0.513,9,-8.266,1,0.0306,0.848,0.0127,0.326,0.463,131.952,4
spotify:track:69Kzq3FMkDwiSFBQzRckFD,"This Night Has Opened My Eyes - 2011 Remaster","Hatful of Hollow","The Smiths",1984,221533,76,false,,2025-08-04T02:22:26Z,"new wave,madchester,jangle pop","WM UK",0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,4
spotify:track:3M2bD9SMYnJIPdrTKUnBd3,"I Know It's Over - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,349186,75,false,,2025-08-04T02:22:23Z,"new wave,madchester,jangle pop","WM UK",0.407,0.424,0,-10.583,1,0.0318,0.0847,0,0.234,0.404,113.311,3
spotify:track:2LMkwUfqC6S6s6qDVlEuzV,"White Ferrari","Blonde","Frank Ocean",2016-08-20,248807,86,false,,2025-08-04T02:22:07Z,"","Boys Don't Cry",0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,4
spotify:track:709p9UGPAuyImWf1Z3vjRo,"Let You Break My Heart Again","Let You Break My Heart Again","Laufey;Philharmonia Orchestra",2021-08-13,269066,81,false,,2025-08-04T02:21:45Z,"opera,classical,orchestral","Laufey",0.299,0.142,2,-15.134,1,0.0369,0.965,0.113,0.111,0.123,76.748,4
spotify:track:08PdFBcXzpkn1cWNgmKqhn,"Promise","Bewitched","Laufey",2023-09-08,234266,82,false,,2025-08-04T02:21:39Z,"","Laufey",0.263,0.112,5,-16.55,1,0.0344,0.935,0.000085,0.0565,0.0903,76.244,4
spotify:track:6dWilYAxP2aJbTTt0UsatK,"Lover Girl","Lover Girl","Laufey",2025-06-25,164400,77,false,,2025-08-04T02:21:29Z,"","Vingolf Recordings",0.658,0.447,11,-7.225,1,0.155,0.836,0,0.0752,0.899,87.907,4
spotify:track:4KGGeE7RJsgLNZmnxGFlOj,"Falling Behind","Everything I Know About Love","Laufey",2022-08-26,173640,82,false,,2025-08-04T02:21:23Z,"","Laufey",0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,4
spotify:track:43iIQbw5hx986dUEZbr3eN,"From The Start","Bewitched","Laufey",2023-09-08,169573,88,false,,2025-08-04T02:21:10Z,"","Laufey",0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,4
spotify:track:3yrvQHw6pQemsrCQEpMnKv,"Ain't It Fun","Paramore (Deluxe Edition)","Paramore",2013-04-09,296520,66,false,,2025-08-04T02:20:47Z,"pop punk,emo","Fueled By Ramen",0.61,0.893,9,-3.681,1,0.0921,0.154,0.0000441,0.021,0.673,104.031,4
spotify:track:1ucnuV88gFTfR3BalmznDk,"Lover Is a Day","wannabewithu","Cuco",2016-07-09,456000,77,true,,2025-08-03T22:28:53Z,"bedroom pop","Cuco",0.404,0.647,3,-10.452,1,0.0409,0.0434,0.198,0.1,0.351,180.128,4
spotify:track:3zEN0ii6s4DHHBpnTp3RP7,"We Are The People","Walking On A Dream (10th Anniversary Edition)","Empire Of The Sun",2008-10-03,267373,91,false,,2025-08-03T05:00:49Z,"","EMI Recorded Music Australia Pty Ltd",0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,4
spotify:track:5r5cp9IpziiIsR6b93vcnQ,"Walking On A Dream","Walking On A Dream (10th Anniversary Edition)","Empire Of The Sun",2008-10-03,198440,89,false,,2025-08-03T05:00:36Z,"","EMI Recorded Music Australia Pty Ltd",0.871,0.701,5,-5.594,0,0.0458,0.257,0.00000752,0.0589,0.716,126.975,4
spotify:track:76JKIsdKrAfWUMjaA0u7v5,"Too Sweet","Unreal Unearth: Unaired","Hozier",2024-08-19,251424,82,false,,2025-08-02T21:50:11Z,"","Columbia",0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
spotify:track:3VCXx37jNGNOMns6z2OnvJ,"Swing Lynn","I'm Sure","Harmless",2012-08-14,321438,78,false,,2025-08-02T21:49:10Z,"","Nettwerk Music Group",0.464,0.945,2,-1.815,1,0.0401,0.0506,0.756,0.112,0.453,165.177,4
spotify:track:5cOyxjetBT7kRnqL68madd,"Kiss Me More (feat. SZA)","Planet Her (Deluxe)","Doja Cat;SZA",2021-06-27,208666,54,true,,2025-08-02T19:35:16Z,"r&b","Kemosabe Records/RCA Records",0.764,0.705,8,-3.463,1,0.0284,0.259,0.0000892,0.12,0.781,110.97,4
spotify:track:7JEzAlwHhCD2M1cYE6BeqJ,"Loving Machine","Who Really Cares","TV Girl",2016-02-25,227000,83,false,,2025-08-02T18:49:06Z,"","TV Girl",0.58,0.69,0,-9.52,1,0.0267,0.568,0.0221,0.226,0.922,89.981,4
spotify:track:6MAdEUilV2p9RQUqE5bMAK,"Domino","Who You Are (Platinum Edition)","Jessie J",2011-01-01,231693,72,false,,2025-08-01T23:01:51Z,"","Lava Music/Republic Records",0.757,0.547,7,-4.572,1,0.0355,0.0115,0,0.0445,0.793,126.974,4
spotify:track:5jzKL4BDMClWqRguW5qZvh,"Teenage Dream","Teenage Dream","Katy Perry",2010-01-01,227741,79,false,,2025-08-01T23:01:30Z,"pop","Capitol Records",0.719,0.798,10,-4.582,1,0.0361,0.0162,0.00000234,0.134,0.591,120.012,4
spotify:track:3avYqdwHKEq8beXbeWCKqJ,"Last Friday Night (T.G.I.F.)","Teenage Dream","Katy Perry",2010-01-01,230733,82,false,,2025-08-01T23:01:10Z,"pop","Capitol Records",0.652,0.81,3,-3.789,0,0.0406,0.00129,0.0000291,0.667,0.732,126.022,4
spotify:track:3TGRqZ0a2l1LRblBkJoaDx,"Call Me Maybe","Kiss (Deluxe)","Carly Rae Jepsen",2012-01-01,193400,79,false,,2025-08-01T23:00:28Z,"","Silent Records IGA",0.782,0.58,7,-6.548,1,0.0407,0.0114,0.00000228,0.108,0.66,120.021,4
spotify:track:5EJA7Rwkeuvm98CZg0XXNO,"What Would I Do?","What Would I Do?","Strawberry Guy",2019-07-22,234000,73,false,,2025-07-31T19:53:34Z,"bedroom pop","Melodic",0.539,0.461,11,-7.674,1,0.0279,0.457,0.903,0.072,0.436,128.635,4
spotify:track:1a19jsjG2DvbN1fVJonKUU,"Beaches","This Is How Tomorrow Moves","beabadoobee",2024-08-09,230053,82,false,,2025-07-31T05:59:53Z,"bedroom pop","Dirty Hit",0.417,0.812,10,-3.979,1,0.0332,0.0154,0.0000211,0.189,0.419,82.002,4
spotify:track:221eHga9f9Ne4f8D7WVgPT,"Mystical Magical","Mystical Magical","Benson Boone",2025-04-24,165746,78,false,,2025-07-30T21:47:09Z,"","Night Street Records, Inc./Warner Records Inc.",0.671,0.697,11,-3.851,1,0.116,0.19,0,0.393,0.848,119.867,4
spotify:track:2mWfVxEo4xZYDaz0v7hYrN,"Juna","Charm","Clairo",2024-07-12,195109,80,false,,2025-07-29T22:08:30Z,"bedroom pop","Clairo",0.606,0.714,3,-6.244,1,0.0339,0.238,0.098,0.106,0.448,141.512,4
spotify:track:0v8J17a6cO0wWp7z731GTd,"One More Love Song","This Old Dog","Mac DeMarco",2017-05-05,241066,69,false,,2025-07-29T16:41:16Z,"indie,lo-fi indie","Captured Tracks",0.708,0.323,9,-11.199,0,0.03,0.765,0.52,0.0939,0.502,141.013,4
spotify:track:6Hzle86uYcpy3QkcCmMKgE,"Dream, Ivory","Dream, Ivory","Dream, Ivory",2017-03-09,188265,63,false,,2025-07-29T16:40:28Z,"","Dream, Ivory LLC",0.535,0.568,1,-4.829,1,0.0285,0.0796,0.331,0.07,0.193,120.051,4
spotify:track:14tud1FLjpHMYHpD2c7NbO,"i'll die anyway.","i'll die anyway.","girl in red",2019-07-17,192612,65,false,,2025-07-29T03:54:08Z,"bedroom pop","world in red",0.473,0.626,0,-6.887,1,0.0288,0.000427,0.578,0.0786,0.172,157.912,4
spotify:track:58ge6dfP91o9oXMzq3XkIS,"505","Favourite Worst Nightmare (Standard Version)","Arctic Monkeys",2007-04-24,253586,85,false,,2025-07-29T03:46:54Z,"indie,garage rock","Domino/Warner Records",0.52,0.852,0,-5.866,1,0.0543,0.00237,0.0000579,0.0733,0.234,140.267,4
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,"Pumped Up Kicks","Torches","Foster The People",2011-05-23,239600,89,false,,2025-07-29T03:46:47Z,"","Columbia",0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
spotify:track:57RA3JGafJm5zRtKJiKPIm,"Are You Bored Yet? (feat. Clairo)","Nothing Happens","Wallows;Clairo",2019-03-22,178000,80,false,,2025-07-29T03:46:21Z,"indie,bedroom pop","Atlantic Records",0.682,0.683,8,-6.444,0,0.0287,0.156,0.0000232,0.273,0.64,120.023,4
spotify:track:6Jv7kjGkhY2fT4yuBF3aTz,"Lover, You Should've Come Over","Grace","Jeff Buckley",1994,404213,86,false,,2025-07-29T03:37:29Z,"","Columbia/Legacy",0.387,0.595,2,-5.67,1,0.0389,0.361,0.000011,0.174,0.151,119.38,3
spotify:track:6WZjjf4mKurHPC5BhdGwet,"Ode to Viceroy","2","Mac DeMarco",2012-10-16,233817,62,false,,2025-07-29T03:26:19Z,"indie,lo-fi indie","Captured Tracks",0.515,0.633,2,-6.305,1,0.05,0.208,0.014,0.115,0.31,94.562,4
spotify:track:7aQjPecQdIuNd1sz3KCDhD,"Lovefool","First Band On The Moon (Remastered)","The Cardigans",1996-01-01,193953,86,false,,2025-07-29T03:25:38Z,"swedish pop","Universal Music AB",0.704,0.636,9,-6.029,1,0.0252,0.0344,0,0.35,0.89,111.845,4
spotify:track:6BcluiPypVz8K7UFkueig8,"The Color Violet","The Color Violet","Tory Lanez",2021-12-10,226466,52,false,,2025-07-29T03:25:24Z,"","One Umbrella Records",0.645,0.534,6,-10.8,0,0.0479,0.157,0,0.0863,0.463,105.02,4
spotify:track:3W7KHojYGgYaoX9ogKO9hU,"Nothing's Gonna Hurt You Baby","I.","Cigarettes After Sex",2012-07-21,286293,84,false,,2025-07-29T03:25:10Z,"dream pop","Spanish Prayers",0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,4
spotify:track:5frIKPPZpsKYguxGCKs9xT,"migraine","romanticism","jaydes",2022-04-30,31582,68,true,,2025-07-29T03:25:01Z,"","jaydes",0.557,0.448,9,-8.719,1,0.0309,0.722,0.518,0.22,0.837,91.573,4
spotify:track:4dtP86vkhzwNXCFpCtizce,"Secret Door","Humbug","Arctic Monkeys",2009-08-20,223066,76,true,,2025-07-29T03:24:51Z,"indie,garage rock","Domino Recording Co",0.323,0.806,7,-6.554,0,0.0769,0.0314,0.0000111,0.181,0.548,124.615,4
spotify:track:56KPaXhRx8U6YB2stCJEgY,"The Stars Keep On Calling My Name","2","Mac DeMarco",2012-10-16,142769,56,false,,2025-07-29T03:24:24Z,"indie,lo-fi indie","Captured Tracks",0.686,0.721,7,-5.757,1,0.0349,0.0275,0.0104,0.36,0.614,136.635,4
spotify:track:6me7F0aaZjwDo6RJ5MrfBD,"Evergreen","RMCM","Richy Mitch & The Coal Miners",2017-05-17,87000,83,false,,2025-07-29T03:21:32Z,"","Richy Mitch & The Coal Miners",0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,3
spotify:track:755inykyaG4w22GWAsA3MX,"Marlboro Nights","Marlboro Nights","Lonely God",2018-06-28,68522,71,false,,2025-07-29T03:21:25Z,"","Pizzaslime Records",0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,4
spotify:track:2mOp5BSfbZrf4tunZ5mPit,"Loverboy","Helios","A-Wall",2021-08-27,224520,49,false,,2025-07-29T03:21:12Z,"bedroom pop","Duetti",0.602,0.475,0,-9.989,1,0.032,0.638,0.0392,0.0907,0.502,120.051,4
spotify:track:4p9iQNEmsIGkB6eG8Val8n,"Mary","Trick","Alex G",2012-11-05,197733,72,true,,2025-07-29T03:21:06Z,"","Lucky Number",0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.955,4
spotify:track:06iuzVAiyOTXKJDZiVuPW4,"did i tell u that i miss u","did i tell u that i miss u","adore",2024-05-01,115921,77,false,,2025-07-29T03:20:48Z,"","broke",0.575,0.748,9,-8.729,1,0.0357,0.165,0.79,0.343,0.236,111.776,4
spotify:track:3AJwUDP919kvQ9QcozQPxg,"Yellow","Parachutes","Coldplay",2000-07-10,266773,93,false,,2025-07-29T03:20:43Z,"","Parlophone UK",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4
spotify:track:7H0ya83CMmgFcOhw0UB6ow,"Space Song","Depression Cherry","Beach House",2015-08-28,320466,79,false,,2025-07-29T03:20:38Z,"dream pop","Sub Pop Records",0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,4
spotify:track:0j3mqDTK4Z6lvrLzFCUUz6,"Good Looking","Good Looking","Suki Waterhouse",2022-08-18,214800,11,false,,2025-07-29T03:20:32Z,"","Sub Pop Records",0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,3
spotify:track:4HuiEuJ7ZW8jewUuZBg6sk,"Sarah","Trick","Alex G",2012-11-05,176146,74,false,,2025-07-29T03:20:29Z,"","Lucky Number",0.65,0.686,4,-5.198,0,0.0314,0.513,0.000189,0.138,0.497,124.019,4
spotify:track:63OQupATfueTdZMWTxW03A,"Karma Police","OK Computer","Radiohead",1997-05-28,264066,82,false,,2025-07-29T03:20:24Z,"art rock,alternative rock","XL Recordings",0.36,0.501,7,-9.129,1,0.0258,0.0638,0.0000932,0.172,0.324,74.807,4
spotify:track:0widrZ6KVNuIPhbM1rWPDR,"Pop Star","Sexy","Coco & Clair Clair",2022-11-04,184222,65,true,,2025-07-29T03:20:17Z,"","Nice Girl World via Alternate Side and Many Hats Distribution",0.891,0.67,0,-7.256,1,0.135,0.203,0.00273,0.11,0.938,128.046,4
spotify:track:0yuAWlxq59xT3agQ965OxE,"Sunsetz","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,214680,86,false,,2025-07-29T03:20:08Z,"dream pop","Partisan Records",0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,4
spotify:track:4Qoyylq2zm3eBpENMQ59Xu,"20180701","One Wayne G","Mac DeMarco",2023-04-21,125614,44,false,,2025-07-29T03:12:57Z,"indie,lo-fi indie","Mac DeMarco, LLC",0.712,0.457,1,-13.693,1,0.0342,0.706,0.717,0.105,0.761,93.045,4
spotify:track:7D0IY61gt3NAYBBRbq0BID,"i walk this earth all by myself","i walk this earth all by myself","EKKSTACY",2021-03-05,145634,63,true,,2025-07-29T03:11:34Z,"","Ekkstacy",0.595,0.588,10,-11.313,1,0.0624,0.507,0.781,0.113,0.518,166.061,4
spotify:track:16gJmoOqRt2lKmlXtDpWgH,"Cariño","Superclean, Vol. II","The Marías",2018-09-28,258713,75,false,,2025-07-27T19:55:27Z,"bedroom pop","Superclean Records",0.646,0.47,0,-10.697,0,0.0284,0.4,0.0348,0.11,0.651,113.995,4
spotify:track:0InIeZW4P6VO7dUGRM4AKH,"Sienna","Submarine","The Marías",2024-05-31,224840,87,false,,2025-07-27T19:55:10Z,"bedroom pop","Nice Life/Atlantic",0.685,0.468,7,-9.405,1,0.031,0.583,0.57,0.159,0.594,147.993,4
spotify:track:0phzfJn8NeT1LkbqfV2peI,"Lejos de Ti","Submarine","The Marías",2024-05-31,179520,78,false,,2025-07-27T19:54:46Z,"bedroom pop","Nice Life/Atlantic",0.549,0.473,0,-9.908,1,0.029,0.88,0.656,0.12,0.432,81.964,4
spotify:track:1ShRHPAiiIrh0arZbSFmx1,"Heavy","CINEMA","The Marías",2021-06-25,253213,83,false,,2025-07-27T19:54:28Z,"bedroom pop","Nice Life/Atlantic",0.76,0.413,0,-8.395,1,0.0307,0.326,0.745,0.0601,0.733,96.999,4
spotify:track:3jfZ9M23l0L7RxzYMTgBTv,"Looking Out for You","Looking Out for You","Joy Again",2016-01-15,179499,80,false,,2025-07-09T23:11:51Z,"","Arista Records",0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,4
spotify:track:4oHQ8n9OKQ3599e8noCrDX,"I Think They Call This Love","I Think They Call This Love","Elliot James Reay",2024-07-17,193573,75,false,,2025-07-09T23:11:25Z,"","Elliot James Reay LTD. under exclusive license to Interscope/EMI Records",0.682,0.564,0,-4.666,0,0.0278,0.666,0,0.259,0.485,105.222,3
spotify:track:3iBgrkexCzVuPy4O9vx7Mf,"Glue Song","Glue Song","beabadoobee",2023-02-14,135066,82,false,,2025-07-09T20:22:48Z,"bedroom pop","Dirty Hit",0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,3
spotify:track:41P6Tnd8KIHqON0QIydx6a,"the perfect pair","Beatopia","beabadoobee",2022-07-15,177533,85,false,,2025-07-09T20:22:13Z,"bedroom pop","Dirty Hit",0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,4
spotify:track:2ZkWAGwx0UDKQSD9lmNecF,"Misfits T-Shirt","FLY","DREAMERS",2018-09-07,188081,48,true,,2025-07-08T04:35:21Z,"","Fairfax Recordings",0.48,0.93,1,-4.212,1,0.0691,0.000332,0.00207,0.0955,0.481,179.967,4
spotify:track:0sTlGEld0h8kIPZaKDYUf4,"Notion","Notion","The Rare Occasions",2021-12-02,195120,87,false,,2025-07-08T04:34:52Z,"","Elektra (NEK)",0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4
spotify:track:13EW51DKru044OJDJ9Bm8o,"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)","F*CK LOVE (SAVAGE)","The Kid LAROI;YoungBoy Never Broke Again;Internet Money",2020-11-06,153147,1,true,,2025-07-08T04:33:51Z,"","Columbia",0.779,0.642,8,-6.321,0,0.116,0.0383,0,0.2,0.388,82.363,4
spotify:track:4ZtFanR9U6ndgddUvNcjcG,"good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,85,true,,2025-07-08T04:33:28Z,"","Olivia Rodrigo PS",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
spotify:track:6HU7h9RYOaPRFeh0R3UeAr,"deja vu","SOUR","Olivia Rodrigo",2021-05-21,215506,88,true,,2025-07-08T04:33:22Z,"","Olivia Rodrigo PS",0.442,0.612,2,-7.222,1,0.112,0.584,0.0000057,0.37,0.178,180.917,4
spotify:track:5wANPM4fQCJwkGd4rN57mH,"drivers license","SOUR","Olivia Rodrigo",2021-05-21,242013,87,true,,2025-07-08T04:33:10Z,"","Olivia Rodrigo PS",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
spotify:track:5LKkteRQ1wWv7XCIEA5F2q,"Psycho!","Psycho!","MASN",2019-01-17,197217,0,true,,2025-07-08T04:32:56Z,"","RCA Records Label",0.868,0.365,7,-9.51,1,0.0383,0.433,0,0.207,0.471,114.979,4
spotify:track:3JKgcAa7r07ocVWcV8bS0H,"21","THE GOAT","Polo G",2020-05-15,163797,73,true,,2025-07-08T04:32:45Z,"","Columbia",0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027,4
spotify:track:5HCyWlXZPP0y6Gqq8TgA20,"STAY (with Justin Bieber)","STAY (with Justin Bieber)","The Kid LAROI;Justin Bieber",2021-07-09,141805,83,true,,2025-07-08T04:32:20Z,"","Columbia",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
spotify:track:5CZ40GBx1sQ9agT82CLQCT,"traitor","SOUR","Olivia Rodrigo",2021-05-21,229226,88,false,,2025-07-08T04:31:45Z,"","Olivia Rodrigo PS",0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
spotify:track:2fuYa3Lx06QQJAm0MjztKr,"Let Down","OK Computer","Radiohead",1997-05-28,299560,89,false,,2025-07-07T20:46:29Z,"art rock,alternative rock","XL Recordings",0.351,0.676,9,-9.017,1,0.0313,0.000121,0.113,0.18,0.143,102.46,4
spotify:track:1F6IbA7di42uPc3cff8PXV,"Flaming Hot Cheetos","Flaming Hot Cheetos","Clairo",2017-06-14,123884,3,false,,2025-07-07T20:43:08Z,"bedroom pop","FADER Label",0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,4
spotify:track:3zksbXteOCeSusJ5Xltr3t,"Bubble Gum","Bubble Gum","Clairo",2019-02-22,175960,74,false,,2025-07-07T20:43:00Z,"bedroom pop","Independent",0.509,0.0167,9,-24.639,1,0.115,0.979,0.0000272,0.387,0.229,207.97,3
spotify:track:6UFivO2zqqPFPoQYsEMuCc,"Bags","Immunity","Clairo",2019-08-02,260519,8,false,,2025-07-07T20:42:29Z,"bedroom pop","FADER Label",0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,4
spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,"Sofia","Immunity","Clairo",2019-08-02,188386,6,false,,2025-07-07T20:42:18Z,"bedroom pop","FADER Label",0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
spotify:track:0KyAGiNGUytG5JLxJu4F6l,"Pretty Girl","Pretty Girl","Clairo",2017-08-04,178352,4,false,,2025-07-07T20:42:12Z,"bedroom pop","FADER Label",0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,4
spotify:track:4TwaeQT1YTeBUBRB8NeSCo,"Summertime","Static & Silence","The Sundays",1997-09-22,213493,64,false,,2025-07-07T20:41:48Z,"dream pop,jangle pop","DGC",0.617,0.645,9,-7.203,1,0.0338,0.128,0.0000688,0.102,0.802,96.017,4
spotify:track:5rc7178sa2YRDlBFBHY0e8,"Stephanie","Stephanie","Nafeesisboujee",2023-09-15,126969,81,true,,2025-07-06T18:47:52Z,"","nafees's bedroom studio",0.781,0.496,0,-11.224,1,0.0409,0.0887,0,0.258,0.388,114.425,4
spotify:track:7EAMXbLcL0qXmciM5SwMh2,"Heart To Heart","Here Comes The Cowboy","Mac DeMarco",2019-05-10,211140,84,false,,2025-07-06T04:09:01Z,"indie,lo-fi indie","Mac’s Record Label",0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,4
spotify:track:3HlK8txWAdtKMrbsqX40pl,"Freaking Out the Neighborhood","2","Mac DeMarco",2012-10-16,173888,76,false,,2025-07-06T04:09:00Z,"indie,lo-fi indie","Captured Tracks",0.565,0.832,8,-5.751,0,0.108,0.0638,0.0288,0.386,0.847,143.303,4
spotify:track:2QzKAF0y1BQhxwg8N05Uog,"Watching Him Fade Away","This Old Dog","Mac DeMarco",2017-05-05,143080,70,false,,2025-07-06T04:08:59Z,"indie,lo-fi indie","Captured Tracks",0.74,0.072,3,-17.984,1,0.0713,0.981,0.00698,0.111,0.297,139.081,4
spotify:track:4LpUpiYoZ2M3Z1kmhn4EQo,"Still Beating","This Old Dog","Mac DeMarco",2017-05-05,181586,71,false,,2025-07-06T04:08:58Z,"indie,lo-fi indie","Captured Tracks",0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477,4
spotify:track:3oUn55qKRZ1JFzfQNbJjS1,"20191009 I Like Her","One Wayne G","Mac DeMarco",2023-04-21,136888,73,false,,2025-07-06T04:08:54Z,"indie,lo-fi indie","Mac DeMarco, LLC",0.873,0.252,2,-13.884,1,0.0425,0.766,0.00661,0.0978,0.599,133.983,4
spotify:track:6BJHsLiE47Sk0wQkuppqhr,"From the Start","From the Start","Good Kid",2023-11-10,150047,77,false,,2025-07-06T04:08:09Z,"","Good People Record Co.",0.573,0.803,1,-4.142,1,0.0451,0.0225,0,0.0841,0.638,92.909,4
