Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7v0EsDFDBpCgmIruSQTUNZ,"Tell Me You Know","Tell Me You Know","Good Kid",2018-06-04,197690,59,false,,2025-07-06T04:05:41Z,"","Good Kid",0.576,0.919,11,-3.186,1,0.0279,0.000149,0.00000224,0.102,0.876,96.076,4
spotify:track:0TpJF2IIk9idRMJuSSXMLh,"Aloe Lite","Good Kid 2","Good Kid",2020-11-06,149292,59,false,,2025-07-06T04:05:27Z,"","Good Kid",0.48,0.896,1,-4.207,1,0.0329,0.000199,0.0000515,0.437,0.728,179.999,4
spotify:track:7H7NyZ3G075GqPx2evsfeb,"Chamber Of Reflection","Salad Days","Mac DeMarco",2014-04-01,231723,81,false,,2025-07-06T03:41:52Z,"indie,lo-fi indie","Captured Tracks",0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,4
spotify:track:2fhOljbX79loRcdl47SFye,"Moonlight on the River","This Old Dog","Mac DeMarco",2017-05-05,422613,77,false,,2025-07-06T03:41:31Z,"indie,lo-fi indie","Captured Tracks",0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98,4
spotify:track:6ls5ulRydoPE7oWGPGBqFA,"Lonely","Trouble","Akon",2006-01-01,235066,72,false,,2025-07-05T05:26:47Z,"","SRC Records",0.633,0.529,5,-7.85,0,0.0339,0.307,0,0.342,0.578,90.08,4
spotify:track:2aaCNg42RA74s0EmHTBqS7,"No Other Heart","Another One","Mac DeMarco",2015-08-07,173117,80,false,,2025-07-05T02:50:08Z,"indie,lo-fi indie","Captured Tracks",0.67,0.684,2,-7.47,1,0.0242,0.513,0.0103,0.126,0.852,94.261,4
spotify:track:72cGBEqu7RitIOoACXYjfR,"The Blonde","French Exit","TV Girl",2014-06-05,227760,81,false,,2025-07-02T03:03:32Z,"","TV Girl",0.501,0.547,1,-7.961,0,0.0243,0.225,0.912,0.288,0.225,87.692,4
spotify:track:3IznIgmXtrUaoPWpQTy5jB,"Not Allowed","Who Really Cares","TV Girl",2016-02-25,167864,85,true,,2025-07-02T03:03:14Z,"","TV Girl",0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,4
spotify:track:3jjsRKEsF42ccXf8kWR3nu,"Washing Machine Heart","Be the Cowboy","Mitski",2018-08-17,128198,85,false,,2025-07-02T03:02:45Z,"","Dead Oceans",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
spotify:track:63Pi2NAx5yCgeLhCTOrEou,"Headlock","Speak for Yourself (Deluxe Version)","Imogen Heap",2005,215338,85,false,,2025-07-02T03:01:46Z,"","Megaphonic",0.808,0.372,7,-10.759,0,0.0364,0.792,0,0.119,0.787,119.982,4
spotify:track:4PMdq7Q7xOFrY424ZelZEb,"Radio","Born To Die - The Paradise Edition","Lana Del Rey",2012-11-12,214573,63,true,,2025-07-02T03:00:24Z,"","Polydor Records",0.423,0.857,2,-5.173,1,0.0687,0.188,0.0000263,0.105,0.196,75.024,4
spotify:track:1NZs6n6hl8UuMaX0UC0YTz,"Brooklyn Baby","Ultraviolence (Deluxe)","Lana Del Rey",2014-01-01,351640,86,true,,2025-07-02T03:00:08Z,"","Polydor Records",0.404,0.664,1,-6.698,1,0.0407,0.542,0.00402,0.11,0.0949,107.747,4
spotify:track:1Ist6PR2BZR3n2z2Y5R6S1,"Summertime Sadness","Born To Die – Paradise Edition (Special Version)","Lana Del Rey",2012-01-01,264773,79,false,,2025-07-02T02:59:44Z,"","Urban",0.566,0.647,1,-6.815,0,0.0335,0.0477,0,0.121,0.22,111.96,4
spotify:track:2X485T9Z5Ly0xyaghN73ed,"Let It Happen","Currents","Tame Impala",2015-07-17,467586,86,false,,2025-07-02T02:58:56Z,"neo-psychedelic,indie","Universal Music Australia Pty. Ltd.",0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,4
spotify:track:5hM5arv9KDbCHS0k9uqwjr,"Borderline","The Slow Rush","Tame Impala",2020-02-14,237800,87,false,,2025-07-02T02:58:44Z,"neo-psychedelic,indie","Universal Music Australia Pty. Ltd.",0.621,0.873,5,-3.067,0,0.0369,0.0406,0.0000091,0.0824,0.873,97.96,4
spotify:track:6K4t31amVTZDgR3sKmwUJJ,"The Less I Know The Better","Currents","Tame Impala",2015-07-17,216320,91,true,,2025-07-02T02:58:38Z,"neo-psychedelic,indie","Universal Music Australia Pty. Ltd.",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
spotify:track:6l8T96kpkx6RY9kFac7eMU,"Blondie","Wild Heart","Current Joys",2013-01-02,192318,78,false,,2025-07-02T02:58:18Z,"lo-fi indie","Current Joys",0.754,0.784,6,-8.825,1,0.0358,0.705,0.845,0.111,0.866,122.074,4
spotify:track:6jgkEbmQ2F2onEqsEhiliL,"My Kind of Woman","2","Mac DeMarco",2012-10-16,190845,80,false,,2025-07-02T02:58:07Z,"indie,lo-fi indie","Captured Tracks",0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4
spotify:track:1oAwsWBovWRIp7qLMGPIet,"Apocalypse","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,290146,91,false,,2025-07-02T02:57:57Z,"dream pop","Partisan Records",0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,4
spotify:track:25WBAqR5bcRrs1du9L6AeC,"Sports","Sports","Beach Bunny",2018-01-01,164165,28,false,,2025-07-02T02:57:55Z,"","Mom+Pop",0.23,0.877,9,-5.278,1,0.0574,0.000653,0.0234,0.0697,0.524,186.142,4
spotify:track:0MnTkIEP4zZN1IUSu8MvIz,"Tek It - Sped Up","Tek It (I Watch the Moon)","Cafuné",2019,166859,77,false,,2025-07-02T02:57:54Z,"","Elektra (NEK)",0.348,0.95,10,-5.049,0,0.124,0.0000993,0.00000968,0.0868,0.377,168.964,4
spotify:track:2R4AlwtrrkMaRKojcTIzmL,"For the First Time","This Old Dog","Mac DeMarco",2017-05-05,182306,82,false,,2025-07-02T02:57:51Z,"indie,lo-fi indie","Captured Tracks",0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,4
spotify:track:7MlDNspYwfqnHxORufupwq,"Sex, Drugs, Etc.","Pineapple Sunrise","Beach Weather",2023-03-03,196784,85,false,,2025-07-02T02:57:40Z,"","8123 / Arista Records",0.57,0.842,4,-5.085,0,0.0381,0.0136,0.00876,0.524,0.47,143.975,4
spotify:track:3qhlB30KknSejmIvZZLjOD,"End of Beginning","DECIDE","Djo",2022-09-16,159245,96,false,,2025-07-02T02:57:32Z,"","Djo",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
spotify:track:3EaJDYHA0KnX88JvDhL9oa,"Dark Red","Dark Red","Steve Lacy",2017-02-20,173104,87,false,,2025-07-02T02:57:26Z,"","Three Quarter",0.603,0.784,6,-4.023,1,0.062,0.446,0.00000832,0.119,0.769,172.041,4
spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,"Where'd All the Time Go?","Shame, Shame (Deluxe Edition)","Dr. Dog",2010-11-02,234800,83,false,,2025-07-02T02:57:09Z,"","Anti/Epitaph",0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,4
spotify:track:1xaTREM89RbIxkcjlpf4Uw,"Heaven Knows I'm Miserable Now - 2011 Remaster","Hatful of Hollow","The Smiths",1984,215760,84,false,,2025-07-02T02:56:47Z,"new wave,madchester,jangle pop","WM UK",0.609,0.759,6,-4.862,1,0.0276,0.028,0,0.183,0.774,114.045,4
spotify:track:3hxIUxnT27p5WcmjGUXNwx,"Shut up My Moms Calling","Shut up My Moms Calling","Hotel Ugly",2020-02-10,164571,89,false,,2025-07-02T02:56:28Z,"","Hotel Ugly, under exclusive license to Amuseio AB",0.485,0.409,9,-10.711,0,0.101,0.325,0,0.103,0.376,138.419,4
spotify:track:2vWBUC9djv6BtiGlmKiQaH,"YKWIM?","Bipolar","Yot Club",2019-05-31,212750,80,false,,2025-07-02T02:56:22Z,"bedroom pop","Yot Club under exclusive license to Amuseio AB",0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3
spotify:track:1KIJclzEbNhSVw8tiHPWwE,"Young","Vibes","Vacations",2016,189160,79,false,,2025-07-02T02:56:10Z,"","Nettwerk Music Group",0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,4
spotify:track:0JIMT9gzLIIz0esKLyjbKf,"Telephones","Changes","Vacations",2018,212432,83,false,,2025-07-02T02:56:01Z,"","Nettwerk Music Group",0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,4
spotify:track:2tznHmp70DxMyr2XhWLOW0,"Cigarette Daydreams","Melophobia","Cage The Elephant",2013-10-08,208760,81,false,,2025-07-02T02:55:57Z,"","RCA Records Label",0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4
spotify:track:2KufM8PiQY4i52XhRL96Fd,"Champagne Coast","Coastal Grooves","Blood Orange",2011-08-30,292373,79,false,,2025-06-30T01:41:20Z,"art pop","Domino Recording Co",0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,4
spotify:track:7c0ss9FGSyXGNczL4gV75a,"Airplane Mode","Holo","Limbo",2018-01-08,164000,60,true,,2025-06-30T01:41:07Z,"","Limbo Sounds",0.636,0.299,4,-13.717,0,0.198,0.88,0.114,0.108,0.0646,119.919,4
spotify:track:5xA5MggKc3aQxuOzNzPUWB,"Apple Cider","Loveworm","beabadoobee",2019-04-26,178918,79,true,,2025-06-30T01:40:55Z,"bedroom pop","Dirty Hit",0.492,0.921,2,-3.939,1,0.032,0.082,0.0114,0.301,0.679,138.008,4
spotify:track:7fyG2MquxykO3Ufiku1Dj2,"Treehouse","Treehouse","Alex G;Emily Yacina",2011-01-17,158801,79,false,,2025-06-29T05:25:08Z,"","Alex G & Emily Yacina",0.612,0.196,7,-19.489,0,0.0359,0.706,0.319,0.111,0.142,73.489,4
spotify:track:5e0b9LgOfi3aJSKXFcOWRe,"Beanie","Beanie","Chezile",2023-11-28,132160,83,false,,2025-06-29T05:22:33Z,"","Chezile / 10K Projects",0.531,0.556,5,-6.245,1,0.0252,0.407,0.00915,0.318,0.156,138.978,3
spotify:track:7mDTvYD2ieE4Q28XFziMfJ,"Cry","Cry","Cigarettes After Sex",2019-10-25,256799,87,false,,2025-06-29T05:19:18Z,"dream pop","Partisan Records",0.408,0.397,7,-10.448,1,0.0274,0.755,0.67,0.112,0.163,142.803,4
spotify:track:6WlmEymaXKMRs3D2c4j6os,"Inside Out","Stratosphere","Duster",1998-02-24,141040,73,false,,2025-06-29T05:16:11Z,"slowcore,shoegaze","Numero Group",0.553,0.465,9,-9.664,1,0.0301,0.84,0.97,0.102,0.652,79.223,4
spotify:track:2U7svZUGvR4tfKdyxv9mXu,"would've been you","would've been you","sombr",2023-11-17,183586,79,false,,2025-06-29T05:06:38Z,"","Warner Records",0.311,0.379,1,-12.786,1,0.0313,0.738,0.167,0.0954,0.138,79.771,4
spotify:track:6GJdFTOm23lC5bqjYSMJTj,"Prom Queen","Prom Queen","Beach Bunny",2018-08-10,136562,40,false,,2025-06-29T05:00:50Z,"","Mom+Pop",0.534,0.795,4,-7.487,1,0.0471,0.00037,0.009,0.139,0.76,143.312,4
spotify:track:1JbbYSre3n6j2YlfHH31UL,"Fear","A Different Age","Current Joys",2018-03-02,216539,75,false,,2025-06-29T04:55:13Z,"lo-fi indie","Current Joys",0.716,0.447,2,-8.314,1,0.0388,0.701,0.429,0.0855,0.506,93.955,4
spotify:track:2xGjfbXZnI8uQDhukoQURQ,"K.","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,319560,86,false,,2025-06-29T04:49:49Z,"dream pop","Partisan Records",0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,4
spotify:track:1aXV8GrmQLvgoFtBPERP7E,"Jealous","Jealous","Eyedress",2019-12-06,122338,15,false,,2025-06-29T04:47:37Z,"","Lex Records",0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,4
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,"Bad Habit","Gemini Rights","Steve Lacy",2022-07-15,232114,87,true,,2025-06-29T04:44:13Z,"","L-M Records/RCA Records",0.686,0.494,1,-7.093,1,0.0355,0.613,0.000058,0.402,0.7,168.946,4
spotify:track:42qNWdLKCI41S4uzfamhFM,"Duvet","Twilight","bôa",2001-03-21,203600,87,false,,2025-06-29T04:35:11Z,"","Nettwerk Music Group",0.583,0.888,11,-9.414,0,0.0349,0.191,0.0000458,0.0936,0.706,93.206,4
spotify:track:6QeYSvYqYUsfBzsApbjDHO,"Cigarettes out the Window","Who Really Cares","TV Girl",2016-02-25,198960,87,false,,2025-06-29T04:29:45Z,"","TV Girl",0.625,0.659,0,-5.669,1,0.0337,0.12,0,0.17,0.594,113.551,4
spotify:track:6cMMZ2pdP4PkYsVJqX2WUh,"Kids","Kids","Current Joys",2015-03-08,269142,81,false,,2025-06-29T04:23:38Z,"lo-fi indie","Current Joys",0.828,0.656,6,-9.638,1,0.0336,0.52,0.358,0.0745,0.902,113.45,4
spotify:track:0hta2Lb2zKJ7kEnAEZEE3G,"Nope your too late i already died","suburban daredevil","wifiskeleton;i wanna be a jack-o-lantern",2024-10-22,90067,87,false,,2025-06-29T04:15:21Z,"","9th St. / Hallwood",0.704,0.597,4,-10.458,0,0.036,0.105,0.00835,0.264,0.978,119.993,4
spotify:track:39sDitIeCMrVX2QyXHY46t,"Blue Hair","Death of a Party Girl","TV Girl",2018-05-08,217000,85,false,,2025-06-18T03:16:20Z,"","TV Girl",0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73,4
spotify:track:786f01L1AbBOGr0WmAs54w,"New Flesh","Wild Heart","Current Joys",2013-01-02,168764,75,false,,2025-06-18T03:16:11Z,"lo-fi indie","Current Joys",0.62,0.858,9,-8.772,1,0.0551,0.851,0.431,0.0877,0.697,165.825,4
spotify:track:3p4hRhMcb6ch8OLtATMaLw,"Cry","Cry","Cigarettes After Sex",2019-10-25,256799,62,false,,2025-06-17T00:24:14Z,"dream pop","Partisan Records",0.408,0.398,7,-10.448,1,0.0277,0.758,0.654,0.112,0.165,142.834,4
spotify:track:0TZejo18HlJ86OrWNsXKnw,"Mrs Magic","Mrs Magic","Strawberry Guy",2019-07-24,208500,82,false,,2025-05-16T23:58:28Z,"bedroom pop","Melodic",0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,4
spotify:track:6dBUzqjtbnIa1TwYbyw5CM,"Lovers Rock","French Exit","TV Girl",2014-06-05,213920,89,false,,2025-05-12T00:44:17Z,"","TV Girl",0.559,0.871,5,-5.338,0,0.0397,0.00000753,0.00545,0.096,0.572,104.97,4
spotify:track:0T5iIrXA4p5GsubkhuBIKV,"Until I Found You","Until I Found You","Stephen Sanchez",2021-09-01,177720,80,false,,2025-05-11T23:05:18Z,"","Republic Records",0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,3
spotify:track:2AYEOC02WLhUiOoaig2SEH,"Out of My League","More Than Just a Dream (Deluxe Edition)","Fitz and The Tantrums",2013-05-07,209386,83,false,,2025-05-11T22:35:06Z,"","Elektra (NEK)",0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4
spotify:track:1QL7nSDZCwZMnbisV4KOXt,"t r a n s p a r e n t s o u l feat. Travis Barker","t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW;Travis Barker",2021-04-27,168030,64,true,,2025-05-11T22:34:49Z,"rap rock","MSFTSMusic / Roc Nation Records, LLC",0.39,0.83,11,-5.201,0,0.0563,0.0021,0,0.156,0.191,90.021,4
spotify:track:5naar7XewEOAjOywIp6Jjq,"Remember When","Nothing Happens","Wallows",2019-03-22,155146,73,false,,2025-05-11T22:34:27Z,"indie","Atlantic Records",0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,4
spotify:track:6rY5FAWxCdAGllYEOZMbjW,"SLOW DANCING IN THE DARK","BALLADS 1","Joji",2018-10-26,209273,88,true,,2025-05-11T22:06:32Z,"","88rising Music",0.517,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.968,4
spotify:track:21xou84xCn9aF4z2N5GzTK,"Life's Too Short","Phantom Pop","Wild Party",2014-10-07,221626,43,false,,2025-05-11T22:04:02Z,"","Fearless Records",0.524,0.831,6,-5.25,1,0.0287,0.000965,0,0.0904,0.458,93.003,4
spotify:track:1v3SmmWX9lHYGXii4SmAts,"Violet","Phantom Pop","Wild Party",2014-10-07,179093,45,false,,2025-05-11T22:03:57Z,"","Fearless Records",0.42,0.882,6,-4.383,1,0.0466,0.014,0,0.36,0.643,171.07,4
spotify:track:7BaVEmehdQyvN8NRPgmvCf,"Nuisance","Nuisance","patrick witkowski",2023-02-24,139885,0,false,,2025-05-11T22:03:44Z,"","SELENE",0.479,0.874,7,-5.023,1,0.0577,0.0171,0,0.337,0.7,164.798,4
spotify:track:6AHCHNvumPWta5gVOHfV1c,"Not Running","Future Me Hates Me","The Beths",2018-08-10,231653,43,false,,2025-05-11T22:03:26Z,"indie rock,power pop","Carpark Records",0.165,0.928,2,-7.265,1,0.141,0.00000597,0.022,0.113,0.293,180.046,4
spotify:track:3aI2wWEeNmtYDvsAyJahyi,"Next Exit","No Place Like Home","Vacations",2024-01-12,201000,64,false,,2025-05-11T22:02:43Z,"","Nettwerk Music Group",0.457,0.775,2,-7.125,1,0.0364,0.000309,0.818,0.674,0.793,80.049,4
spotify:track:3ZgkHyoKfNMcHTXC0X1qQj,"Cloud 9","Honeymoon","Beach Bunny",2020-02-14,147350,31,false,,2025-05-11T22:02:07Z,"","Mom+Pop",0.635,0.93,4,-3.593,1,0.0496,0.00167,0.0000186,0.344,0.904,80.983,4
spotify:track:4IlqQhaxrGPxmg35YcXXuS,"Dancin - Krono Remix","Ibiza 2019","Aaron Smith;Luvli;Krono",2019-11-11,256000,78,false,,2025-05-11T22:01:56Z,"","Moody Recordings",0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone;Swae Lee",2018-12-14,158040,86,false,,2025-05-11T22:01:47Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:6f5ExP43esnvdKPddwKXJH,"Better Days (NEIKED x Mae Muller x Polo G)","Better Days (NEIKED x Mae Muller x Polo G)","NEIKED;Mae Muller;Polo G",2021-09-24,160656,73,false,,2025-05-11T22:01:41Z,"","Capitol Records UK / EMI",0.717,0.671,0,-5.077,0,0.0337,0.0018,0.00000254,0.0921,0.699,110.054,4
spotify:track:43PGPuHIlVOc04jrZVh9L6,"RAPSTAR","RAPSTAR","Polo G",2021-04-09,165925,4,true,,2025-05-11T22:01:35Z,"","Columbia",0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,4
spotify:track:7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu;beabadoobee",2020-02-08,173333,83,false,,2025-05-11T22:01:20Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,"Sweater Weather","I Love You.","The Neighbourhood",2013-04-22,240400,94,false,,2025-05-11T22:00:51Z,"","Columbia",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
spotify:track:4AajxCEwGEsmHmT4H1TwjY,"undressed","undressed","sombr",2025-03-21,182088,81,false,,2025-05-11T21:59:04Z,"","Warner Records",0.642,0.887,0,-3.883,1,0.0406,0.137,0,0.0829,0.888,115.999,4
spotify:track:44AyOl4qVkzS48vBsbNXaC,"Can't Help Falling in Love","Blue Hawaii","Elvis Presley",1961-10-20,185877,84,false,,2025-05-11T21:59:03Z,"rockabilly,rock and roll","RCA/Legacy",0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
spotify:track:3OS4XXm4S42pnESQmtN9MG,"Well I Wonder - 2011 Remaster","Meat Is Murder","The Smiths",1985-02-11,239426,71,false,,2025-05-11T21:58:59Z,"new wave,madchester,jangle pop","WM UK",0.643,0.59,11,-10.843,0,0.0284,0.0806,0.00578,0.174,0.818,126.651,4
spotify:track:7D0RhFcb3CrfPuTJ0obrod,"Sparks","Parachutes","Coldplay",2000-07-10,227093,90,false,,2025-05-11T21:58:56Z,"","Parlophone UK",0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,3
spotify:track:1UNEuG9DYOWiikf00ayr52,"Love Me Not","Love Me Not / Love Is Blind","Ravyn Lenae",2024-05-03,213466,88,false,,2025-05-11T21:58:55Z,"alternative r&b,indie soul","Atlantic Records",0.786,0.741,0,-6.147,1,0.0309,0.293,0,0.132,0.816,113.98,4
spotify:track:0WQiDwKJclirSYG9v5tayI,"There Is a Light That Never Goes Out - 2011 Remaster","The Queen Is Dead","The Smiths",1986-06-16,244586,85,false,,2025-05-11T21:58:54Z,"new wave,madchester,jangle pop","WM UK",0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,4
spotify:track:1H5N26VqHR4JhuaRKY2I0u,"Heaven Knows I'm Miserable Now - 2011 Remaster","Louder Than Bombs","The Smiths",1987,215760,71,false,,2025-05-11T21:58:53Z,"new wave,madchester,jangle pop","WM UK",0.609,0.759,6,-4.862,1,0.0276,0.028,0,0.183,0.774,114.045,4
spotify:track:50x1Ic8CaXkYNvjmxe3WXy,"Those Eyes","Those Eyes","New West",2019-05-10,220750,80,false,,2025-05-11T21:58:53Z,"","Republic Records",0.594,0.348,4,-8.297,1,0.0285,0.709,0.0000212,0.317,0.248,120.048,3
spotify:track:1In22zMILdinxdZng26irr,"We Hug Now","We Hug Now","Sydney Rose",2025-02-13,248821,1,false,,2025-05-11T21:58:52Z,"","Many Hats Distribution",0.365,0.33,0,-10.879,1,0.0355,0.714,0.00113,0.121,0.2,119.977,4
spotify:track:0FTmksd2dxiE5e3rWyJXs6,"back to friends","back to friends","sombr",2024-12-27,199032,90,false,,2025-05-11T21:58:51Z,"","Warner Records",0.436,0.723,1,-2.291,1,0.0301,0.0000937,0.0000882,0.0929,0.235,92.855,4
spotify:track:2kSGp5ZmO7u1Ine84Rx0w1,"Champagne Coast","Champagne Coast","Blood Orange",2011-11-07,292373,58,false,,2025-05-11T21:58:51Z,"art pop","Domino Recording Co",0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,4
spotify:track:7wTqEW5nrMhvyEhEyTnOMd,"The Cut That Always Bleeds","Kid Krow","Conan Gray",2020-03-20,231920,83,false,,2025-05-11T21:58:50Z,"","Republic Records",0.489,0.413,0,-6.499,1,0.0314,0.59,0,0.0639,0.246,136.116,4
spotify:track:6LUGvXEAK8WxIBYK43uoTb,"Back to the Old House - 2011 Remaster","Louder Than Bombs","The Smiths",1987,186626,83,false,,2025-05-11T21:58:45Z,"new wave,madchester,jangle pop","WM UK",0.626,0.488,2,-7.805,1,0.0253,0.0102,0.000188,0.141,0.404,104.13,3
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,"Iris","Dizzy up the Girl","The Goo Goo Dolls",1998,289533,95,false,,2025-05-11T21:58:45Z,"","Warner Records",0.315,0.715,11,-8.072,0,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,3
spotify:track:1XBYiRV30ykHw5f4wm6qEn,"NIGHTS LIKE THIS","THE FIRST TIME","The Kid LAROI",2023-11-10,86983,51,false,,2025-05-11T21:58:45Z,"","Columbia",0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4
spotify:track:3siwsiaEoU4Kuuc9WKMUy5,"No One Noticed","Submarine","The Marías",2024-05-31,236906,90,false,,2025-05-11T21:58:44Z,"bedroom pop","Nice Life/Atlantic",0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,"Every Breath You Take","Synchronicity (Remastered 2003)","The Police",1983-06-17,253920,94,false,,2025-05-11T21:58:43Z,"","Polydor Records",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4
spotify:track:6RiiSy9GzSwiyDEJDiMuKe,"Something About You","Mulholland Drive","Eyedress;Dent May",2021-08-27,153312,16,false,,2025-05-11T21:58:42Z,"","Lex Records",0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,4
spotify:track:3vkCueOmm7xQDoJ17W1Pm3,"My Love Mine All Mine","The Land Is Inhospitable and So Are We","Mitski",2023-09-15,137773,88,false,,2025-05-11T21:58:41Z,"","Dead Oceans",0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,4
spotify:track:79EkGysjP2dL5GdpeQjRxT,"This Side of Paradise","Color","Coyote Theory",2011-06-20,242010,79,false,,2025-05-11T21:58:41Z,"","Arista Records",0.306,0.664,9,-6.07,1,0.0276,0.432,0.0000075,0.135,0.321,158.283,4
spotify:track:00RLNHc2jkEjUoCUlFgPVT,"welcome and goodbye","welcome and goodbye","Dream, Ivory",2018-03-31,140643,81,false,,2025-05-11T21:58:40Z,"","Dream, Ivory LLC",0.584,0.717,0,-5.175,0,0.0266,0.0194,0.756,0.0739,0.659,140.031,4
spotify:track:720cFmiRJj0brle3kQ7nHH,"Dreams From Bunker Hill","X's","Cigarettes After Sex",2024-07-12,219226,72,false,,2025-05-11T21:58:39Z,"dream pop","Partisan Records",0.54,0.342,7,-12.81,1,0.0306,0.635,0.703,0.0887,0.303,149.731,4
spotify:track:2Ddfm2NQwTRsf7YVlt258S,"Opera House","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,364680,73,false,,2025-05-11T21:58:39Z,"dream pop","Partisan Records",0.319,0.293,5,-14.145,1,0.0378,0.734,0.85,0.0971,0.0689,115.481,4
spotify:track:4cV9zzKtPtW4i0FhnEwazU,"Each Time You Fall in Love","Cigarettes After Sex","Cigarettes After Sex",2017-06-09,290160,71,false,,2025-05-11T21:58:34Z,"dream pop","Partisan Records",0.383,0.534,10,-8.829,1,0.0277,0.468,0.676,0.14,0.276,76.046,4
spotify:track:7FsRZOB1QPo6ZGJlGvCWz6,"Holding you, Holding me","X's","Cigarettes After Sex",2024-07-12,210213,70,false,,2025-05-11T21:58:33Z,"dream pop","Partisan Records",0.62,0.465,5,-10.778,1,0.0311,0.48,0.895,0.113,0.599,114.005,4
spotify:track:0DBxUAlftYH0RXSr3cNsvs,"Ambien Slide","X's","Cigarettes After Sex",2024-07-12,213466,0,false,,2025-05-11T21:58:32Z,"dream pop","Partisan Records",0.557,0.552,5,-10.605,1,0.0436,0.412,0.854,0.103,0.337,79.991,4
